Customer ID,Age,Location,Subscription Status,Previous Purchases,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,RFM_Score,Customer_Segment
1076,57,Missouri,0,32,Bi-Weekly,114,2.224924617,37.71765797,0.224924617,46.17301857,Good,542,Loyal Customer
1077,33,North Dakota,0,47,Bi-Weekly,114,4.192288251,18.17296743,2.192288251,28.94549989,Average,554,Champion
1078,58,West Virginia,0,5,Quarterly,3,-3.471914364,94.31266309,-5.471914364,96.05825497,Average,111,Hibernating
1079,37,Arizona,0,49,Fortnightly,28,1.535928674,44.56245893,-0.464071326,52.20631626,Good,353,Loyal Customer
1080,18,Oklahoma,0,48,Monthly,12,-0.049000272,60.30786829,-2.049000272,66.08498748,Good,351,Loyal Customer
1081,65,Pennsylvania,0,22,Every 3 Months,4,-0.959952467,69.35768422,-2.959952467,74.06187883,Average,233,At Risk
1082,62,Idaho,0,45,Annually,1,-0.670621143,66.48333446,-2.670621143,71.52830512,Good,151,Need Attention
1083,54,South Carolina,0,30,Quarterly,3,0.665610793,53.20859499,-1.334389207,59.82738707,Average,135,At Risk
1084,35,Washington,0,43,Weekly,57,3.482470066,25.22462607,1.482470066,35.16113071,Average,455,Champion
1085,34,Arkansas,0,48,Quarterly,3,-0.157357772,61.38434128,-2.157357772,67.03383639,Good,152,Need Attention
1086,25,Utah,0,23,Fortnightly,28,0.833895669,51.53677603,-1.166104331,58.35377498,Average,335,Promising
1087,53,Alaska,0,27,Bi-Weekly,114,2.385496977,36.12245868,0.385496977,44.7669423,Average,533,Potential Loyalist
1088,45,West Virginia,0,7,Monthly,12,-1.282728908,72.56429307,-3.282728908,76.88831979,Average,314,Need Attention
1089,49,Louisiana,0,2,Weekly,57,-2.564968936,85.30265222,-4.564968936,88.11644948,Average,411,Recent Customer
1090,40,Arizona,0,33,Bi-Weekly,114,2.758632241,32.41556223,0.758632241,41.49952664,Average,543,Loyal Customer
1091,38,Connecticut,0,27,Fortnightly,28,-0.029286432,60.11202199,-2.029286432,65.91236024,Good,333,Promising
1092,44,North Carolina,0,6,Fortnightly,28,-0.554087561,65.32563653,-2.554087561,70.50786109,Good,314,Need Attention
1093,68,South Dakota,0,20,Quarterly,3,-1.50455073,74.76797255,-3.50455073,78.83073629,Good,122,Hibernating
1094,60,Delaware,0,46,Every 3 Months,4,0.237009883,57.46651254,-1.762990117,63.58049608,Good,252,Need Attention
1095,25,Connecticut,0,25,Quarterly,3,-1.58067203,75.52419638,-3.58067203,79.49730402,Good,132,Need Attention
1096,19,Tennessee,0,30,Quarterly,3,-1.487891212,74.60246929,-3.487891212,78.68485469,Average,131,Lost
1097,57,New Hampshire,0,48,Annually,1,0.212667726,57.70833867,-1.787332274,63.79365188,Average,152,Need Attention
1098,58,Vermont,0,47,Weekly,57,0.803590195,51.83784448,-1.196409805,58.61914947,Average,451,Loyal Customer
1099,49,Idaho,0,27,Weekly,57,2.417066812,35.80882949,0.417066812,44.49049624,Average,435,Potential Loyalist
1100,19,North Carolina,0,45,Fortnightly,28,1.850178892,41.44055348,-0.149821108,49.45453647,Average,354,Loyal Customer
1101,50,Nevada,0,2,Weekly,57,-2.269390229,82.3662381,-4.269390229,85.52816961,Good,411,Recent Customer
1102,30,Delaware,0,39,Fortnightly,28,1.561494687,44.30847446,-0.438505313,51.98244359,Average,344,Loyal Customer
1103,52,Texas,0,24,Fortnightly,28,0.818671409,51.6880208,-1.181328591,58.48708853,Average,334,Promising
1104,35,Tennessee,0,8,Bi-Weekly,114,-0.576607855,65.54936344,-2.576607855,70.70506347,Good,511,Recent Customer
1105,35,Delaware,0,8,Quarterly,3,-3.264233967,92.249471,-5.264233967,94.23967001,Average,111,Hibernating
1106,33,Massachusetts,0,6,Every 3 Months,4,-1.054168542,70.29366982,-3.054168542,74.88689621,Average,214,About to Sleep
1107,52,Minnesota,0,12,Fortnightly,28,0.536881705,54.48744865,-1.463118295,60.9546229,Average,325,Promising
1108,69,Texas,0,26,Weekly,57,0.82772095,51.59811851,-1.17227905,58.40784484,Average,433,Potential Loyalist
1109,27,Nebraska,0,50,Fortnightly,28,0.16948747,58.1373111,-1.83051253,64.17176636,Average,351,Loyal Customer
1110,66,Oklahoma,0,2,Weekly,57,0.644171308,53.42158464,-1.355828692,60.01512518,Poor,415,Recent Customer
1111,28,Texas,0,31,Bi-Weekly,114,2.620178643,33.79102362,0.620178643,42.71191662,Average,543,Loyal Customer
1112,22,New York,0,4,Bi-Weekly,114,0.962182719,50.26231378,-1.037817281,57.23040993,Good,513,Recent Customer
1113,69,Washington,0,32,Quarterly,3,0.04400486,59.38391276,-1.95599514,65.2705739,Good,143,At Risk
1114,28,Maryland,0,11,Bi-Weekly,114,2.037927725,39.57537066,0.037927725,47.81048528,Good,524,Potential Loyalist
1115,55,New Hampshire,0,47,Every 3 Months,4,-0.664950497,66.42699967,-2.664950497,71.47864924,Average,251,Need Attention
1116,30,New York,0,37,Weekly,57,1.420313621,45.71103178,-0.579686379,53.21871705,Good,443,Loyal Customer
1117,67,Hawaii,0,39,Fortnightly,28,2.406005277,35.91871984,0.406005277,44.58735825,Good,345,Loyal Customer
1118,25,California,0,24,Monthly,12,0.147479852,58.35594484,-1.852520148,64.36447941,Good,334,Promising
1119,49,Indiana,0,11,Every 3 Months,4,-1.468094079,74.4057955,-3.468094079,78.51149808,Good,223,About to Sleep
1120,34,Louisiana,0,36,Weekly,57,0.422125172,55.62749256,-1.577874828,61.95950592,Average,442,Loyal Customer
1121,22,Pennsylvania,0,40,Monthly,12,1.550687342,44.41583957,-0.449312658,52.07707975,Good,344,Loyal Customer
1122,63,Florida,0,25,Quarterly,3,-0.820612499,67.97341722,-2.820612499,72.84172722,Average,133,At Risk
1123,70,North Carolina,0,12,Annually,1,-1.603888565,75.75484006,-3.603888565,79.70060314,Good,123,Need Attention
1124,36,Massachusetts,0,38,Monthly,12,0.694399742,52.9225924,-1.305600258,59.57529226,Poor,343,Loyal Customer
1125,42,Iowa,0,40,Quarterly,3,-1.386780636,73.59799056,-3.386780636,77.79946456,Poor,141,Need Attention
1126,27,North Dakota,0,10,Weekly,57,0.902406993,50.85615319,-1.097593007,57.75384515,Average,415,Recent Customer
1127,23,Iowa,0,47,Fortnightly,28,1.355249547,46.35740805,-0.644750453,53.7884605,Average,353,Loyal Customer
1128,50,Delaware,0,22,Monthly,12,-1.004386455,69.79911178,-3.004386455,74.45097179,Good,333,Promising
1129,56,New York,0,35,Monthly,12,-1.075625247,70.50683055,-3.075625247,75.07478511,Good,341,Loyal Customer
1130,37,New Hampshire,0,46,Fortnightly,28,1.581601455,44.10872463,-0.418398545,51.80637562,Good,353,Loyal Customer
1131,67,Kentucky,0,30,Bi-Weekly,114,1.706441254,42.86850894,-0.293558746,50.71319695,Average,532,Potential Loyalist
1132,67,Illinois,0,20,Monthly,12,-0.298329462,62.78481855,-2.298329462,68.26827642,Average,324,Promising
1133,50,North Carolina,0,25,Fortnightly,28,1.521281151,44.70797413,-0.478718849,52.33457953,Good,335,Promising
1134,36,Connecticut,0,29,Weekly,57,-0.062462421,60.44160744,-2.062462421,66.20287083,Good,432,Potential Loyalist
1135,62,Wisconsin,0,2,Every 3 Months,4,-1.415526797,73.88356807,-3.415526797,78.05118469,Poor,214,About to Sleep
1136,65,Massachusetts,0,32,Quarterly,3,1.015192039,49.73569494,-0.984807961,56.76622576,Average,145,At Risk
1137,23,Illinois,0,37,Monthly,12,1.300781416,46.89851939,-0.699218584,54.26541897,Good,344,Loyal Customer
1138,46,New Mexico,0,16,Every 3 Months,4,-0.024096316,60.060461,-2.024096316,65.8669122,Average,225,About to Sleep
1139,18,Iowa,0,32,Fortnightly,28,-0.612114087,65.9020986,-2.612114087,71.01597919,Good,342,Loyal Customer
1140,58,Alabama,0,42,Bi-Weekly,114,3.043869196,29.58188781,1.043869196,39.0018059,Average,553,Loyal Customer
1141,31,Maryland,0,6,Every 3 Months,4,-2.912091841,88.75113,-4.912091841,91.15608396,Average,212,About to Sleep
1142,39,Ohio,0,23,Fortnightly,28,-1.361831866,73.35013806,-3.361831866,77.58099687,Good,331,Promising
1143,69,Ohio,0,27,Bi-Weekly,114,2.97665439,30.24963044,0.97665439,39.59038256,Average,534,Potential Loyalist
1144,68,Nevada,0,43,Quarterly,3,-1.052423651,70.27633527,-3.052423651,74.8716168,Good,151,Need Attention
1145,41,South Carolina,0,25,Fortnightly,28,-0.336642148,63.16543431,-2.336642148,68.60376729,Good,333,Promising
1146,31,Nevada,0,30,Every 3 Months,4,0.86062781,51.27120671,-1.13937219,58.11969092,Average,235,At Risk
1147,48,Wisconsin,0,7,Every 3 Months,4,-2.885090572,88.48288703,-4.885090572,90.91964324,Good,212,About to Sleep
1148,59,Tennessee,0,17,Annually,1,-2.355618337,83.22286759,-4.355618337,86.28323915,Good,122,Hibernating
1149,34,Florida,0,10,Fortnightly,28,-0.868337779,68.44754199,-2.868337779,73.25964088,Average,313,Need Attention
1150,21,Georgia,0,40,Annually,1,-0.510048784,64.88813517,-2.510048784,70.12222885,Average,142,Need Attention
1151,29,Kentucky,0,50,Bi-Weekly,114,2.879849585,31.21133366,0.879849585,40.43806854,Average,552,Loyal Customer
1152,41,Ohio,0,24,Weekly,57,1.702680061,42.90587436,-0.297319939,50.7461324,Poor,435,Potential Loyalist
1153,62,Connecticut,0,8,Every 3 Months,4,-2.351382948,83.18079129,-4.351382948,86.24615132,Good,212,About to Sleep
1154,27,Idaho,0,6,Quarterly,3,-2.853755681,88.17159189,-4.853755681,90.64525451,Good,112,Hibernating
1155,49,Georgia,0,44,Bi-Weekly,114,4.40686315,16.0412822,2.40686315,27.06654218,Average,554,Champion
1156,67,Tennessee,0,47,Quarterly,3,0.491249431,54.94078054,-1.508750569,61.35420884,Average,153,At Risk
1157,20,Hawaii,0,6,Every 3 Months,4,-3.672151373,96.30190916,-5.672151373,97.81166077,Good,211,About to Sleep
1158,37,Maryland,0,11,Quarterly,3,-1.451983448,74.24574512,-3.451983448,78.3704229,Good,123,Need Attention
1159,69,Nevada,0,41,Annually,1,1.543777903,44.4844811,-0.456222097,52.1375833,Good,155,At Risk
1160,66,New Hampshire,0,46,Every 3 Months,4,0.53258859,54.53009843,-1.46741141,60.99221621,Average,253,At Risk
1161,37,North Dakota,0,9,Bi-Weekly,114,0.294904005,56.89136585,-1.705095995,63.0735374,Average,512,Recent Customer
1162,63,Oklahoma,0,37,Monthly,12,-0.00821,59.90263906,-2.00821,65.72780126,Average,343,Loyal Customer
1163,47,North Carolina,0,13,Weekly,57,1.194538449,47.95398563,-0.805461551,55.19575166,Good,425,Potential Loyalist
1164,26,Tennessee,0,24,Monthly,12,-0.739256268,67.1651872,-2.739256268,72.12931902,Average,333,Promising
1165,68,Montana,0,47,Quarterly,3,2.306947201,36.9028081,0.306947201,45.45477535,Good,155,At Risk
1166,51,Wisconsin,0,21,Every 3 Months,4,-0.818051619,67.94797626,-2.818051619,72.81930248,Average,233,At Risk
1167,48,Connecticut,0,22,Fortnightly,28,-0.797675722,67.74555279,-2.797675722,72.64087785,Average,332,Promising
1168,60,New Jersey,0,16,Quarterly,3,-0.388015451,63.67580021,-2.388015451,69.05362542,Average,124,Need Attention
1169,68,Mississippi,0,37,Fortnightly,28,2.056424032,39.39161989,0.056424032,47.64851956,Average,345,Loyal Customer
1170,25,Wyoming,0,3,Annually,1,-0.87571281,68.52080893,-2.87571281,73.32422147,Good,115,Need Attention
1171,57,Illinois,0,33,Bi-Weekly,114,2.800857771,31.9960745,0.800857771,41.12977238,Average,543,Loyal Customer
1172,41,Louisiana,0,15,Annually,1,-1.691786874,76.62806209,-3.691786874,80.47029805,Average,123,Need Attention
1173,59,Oregon,0,42,Bi-Weekly,114,3.677252139,23.28957184,1.677252139,33.45549189,Good,553,Loyal Customer
1174,44,South Dakota,0,42,Bi-Weekly,114,4.015056375,19.93366999,2.015056375,30.49745775,Poor,554,Champion
1175,42,Michigan,0,19,Bi-Weekly,114,0.52269117,54.62842392,-1.47730883,61.07888447,Good,521,Potential Loyalist
1176,35,New Jersey,0,26,Quarterly,3,0.219801479,57.6374687,-1.780198521,63.73118409,Good,134,At Risk
1177,36,Oregon,0,39,Quarterly,3,1.204200925,47.85799418,-0.795799075,55.11114072,Poor,144,At Risk
1178,54,Iowa,0,24,Monthly,12,-2.217149801,81.84725779,-4.217149801,85.07071837,Good,331,Promising
1179,37,South Carolina,0,23,Annually,1,-2.531414957,84.96931165,-4.531414957,87.82262897,Good,131,Lost
1180,20,Indiana,0,44,Annually,1,-0.613171354,65.91260197,-2.613171354,71.0252373,Average,151,Need Attention
1181,23,Oregon,0,34,Monthly,12,-1.440430753,74.13097536,-3.440430753,78.26925996,Good,341,Loyal Customer
1182,61,New York,0,43,Quarterly,3,2.030040005,39.65373089,0.030040005,47.8795553,Average,155,At Risk
1183,37,New Mexico,0,45,Quarterly,3,-0.998421112,69.73984934,-2.998421112,74.39873536,Average,151,Need Attention
1184,23,Louisiana,0,4,Weekly,57,-1.666455806,76.37641167,-3.666455806,80.2484827,Good,412,Recent Customer
1185,63,South Carolina,0,19,Annually,1,-0.654820147,66.32636014,-2.654820147,71.38994129,Average,124,Need Attention
1186,47,Maine,0,29,Monthly,12,-0.055318037,60.37063186,-2.055318037,66.14030995,Average,333,Promising
1187,63,Indiana,0,27,Annually,1,-0.312133403,62.92195322,-2.312133403,68.38915273,Good,133,At Risk
1188,56,Iowa,0,37,Every 3 Months,4,1.345215403,46.45709183,-0.654784597,53.87632601,Average,245,At Risk
1189,68,Mississippi,0,11,Weekly,57,-1.604123509,75.7571741,-3.604123509,79.70266046,Average,421,Potential Loyalist
1190,64,Arkansas,0,28,Annually,1,0.981633752,50.06907831,-1.018366248,57.060084,Poor,135,At Risk
1191,62,South Carolina,0,31,Weekly,57,0.456020943,55.29075646,-1.543979057,61.66269245,Good,442,Loyal Customer
1192,34,Indiana,0,50,Quarterly,3,1.41676383,45.74629702,-0.58323617,53.24980134,Good,154,At Risk
1193,49,Florida,0,42,Quarterly,3,0.271792025,57.12097083,-1.728207975,63.27592097,Good,153,At Risk
1194,40,Alaska,0,18,Fortnightly,28,-0.779004212,67.56006146,-2.779004212,72.47737793,Good,323,Promising
1195,50,New York,0,6,Fortnightly,28,-1.989755565,79.5882194,-3.989755565,83.07950617,Average,312,Need Attention
1196,25,Texas,0,33,Monthly,12,1.530580574,44.6155894,-0.469419426,52.25314772,Good,345,Loyal Customer
1197,30,North Dakota,0,13,Bi-Weekly,114,2.514185559,34.84400742,0.514185559,43.64006117,Average,525,Potential Loyalist
1198,54,Vermont,0,26,Annually,1,0.632052507,53.54197836,-1.367947493,60.12124531,Average,135,At Risk
1199,40,New Jersey,0,17,Annually,1,-1.806686454,77.76952708,-3.806686454,81.47643368,Average,122,Hibernating
1200,49,Maryland,0,3,Weekly,57,0.375593871,56.0897558,-1.624406129,62.36696433,Good,415,Recent Customer
1201,27,Connecticut,0,7,Weekly,57,-2.176609411,81.44451101,-4.176609411,84.71572028,Good,411,Recent Customer
1202,27,Illinois,0,46,Fortnightly,28,1.412699337,45.78667556,-0.587300663,53.28539269,Average,353,Loyal Customer
1203,48,Maryland,0,14,Every 3 Months,4,-2.780532745,87.44416174,-4.780532745,90.00406674,Average,221,About to Sleep
1204,40,Minnesota,0,23,Annually,1,0.002116815,59.80004777,-1.997883185,65.63737294,Average,134,At Risk
1205,67,Florida,0,20,Every 3 Months,4,0.379487468,56.05107502,-1.620512532,62.33286945,Average,225,About to Sleep
1206,52,California,0,38,Fortnightly,28,2.463455067,35.34798734,0.463455067,44.08429043,Average,345,Loyal Customer
1207,22,Mississippi,0,16,Every 3 Months,4,-1.375313261,73.4840684,-3.375313261,77.69904875,Average,223,About to Sleep
1208,62,Washington,0,48,Every 3 Months,4,2.148935721,38.47256644,0.148935721,46.83842689,Good,255,At Risk
1209,20,Wisconsin,0,8,Annually,1,-0.276225638,62.56522906,-2.276225638,68.07472093,Poor,115,Need Attention
1210,41,Pennsylvania,0,16,Monthly,12,-1.039717483,70.15010638,-3.039717483,74.76035331,Average,323,Promising
1211,34,Missouri,0,5,Quarterly,3,-1.360637887,73.33827653,-3.360637887,77.57054161,Good,114,Need Attention
1212,23,Oklahoma,0,14,Every 3 Months,4,-0.035873326,60.1774592,-2.035873326,65.97003938,Good,225,About to Sleep
1213,32,Pennsylvania,0,18,Weekly,57,0.780612913,52.06611131,-1.219387087,58.82035353,Poor,424,Potential Loyalist
1214,68,Kentucky,0,14,Every 3 Months,4,-1.809345566,77.79594392,-3.809345566,81.4997186,Average,223,About to Sleep
1215,30,Vermont,0,5,Every 3 Months,4,-1.2078464,71.82037598,-3.2078464,76.23259973,Average,214,About to Sleep
1216,66,Oregon,0,15,Every 3 Months,4,-3.091335711,90.53182062,-5.091335711,92.72566016,Average,221,About to Sleep
1217,62,Utah,0,3,Every 3 Months,4,-3.415350945,93.75073621,-5.415350945,95.56294879,Average,211,About to Sleep
1218,50,Nebraska,0,12,Every 3 Months,4,-1.483318339,74.55704027,-3.483318339,78.64481163,Average,223,About to Sleep
1219,55,Pennsylvania,0,43,Every 3 Months,4,1.338320901,46.52558496,-0.661679099,53.93669876,Average,254,At Risk
1220,19,Vermont,0,35,Bi-Weekly,114,1.292515717,46.98063462,-0.707484283,54.33779882,Poor,541,Loyal Customer
1221,67,Kentucky,0,36,Quarterly,3,0.194235467,57.89145316,-1.805764533,63.95505676,Poor,143,At Risk
1222,18,Iowa,0,3,Quarterly,3,-1.879121251,78.4891275,-3.879121251,82.11071999,Good,114,Need Attention
1223,58,Indiana,0,27,Annually,1,-0.269907873,62.50246549,-2.269907873,68.01939846,Average,134,At Risk
1224,69,Kansas,0,21,Weekly,57,-1.122983167,70.97730579,-3.122983167,75.48948193,Average,431,Potential Loyalist
1225,62,Illinois,0,18,Weekly,57,-0.232799796,62.13381687,-2.232799796,67.69445594,Average,422,Potential Loyalist
1226,28,North Carolina,0,16,Weekly,57,1.613346494,43.79335489,-0.386653506,51.52839536,Average,425,Potential Loyalist
1227,53,Ohio,0,18,Bi-Weekly,114,2.986996142,30.14689074,0.986996142,39.49982343,Average,525,Potential Loyalist
1228,27,Illinois,0,19,Bi-Weekly,114,0.776044347,52.11149753,-1.223955653,58.86035887,Good,522,Potential Loyalist
1229,55,Indiana,0,1,Annually,1,-2.66096206,86.25629184,-4.66096206,88.95702786,Average,113,Lost
1230,34,Kansas,0,39,Annually,1,-0.157020288,61.38098856,-2.157020288,67.03088116,Average,143,At Risk
1231,25,Illinois,0,49,Monthly,12,2.004826415,39.90421423,0.004826415,48.10034193,Poor,354,Loyal Customer
1232,66,Pennsylvania,0,43,Fortnightly,28,1.965078471,40.29908848,-0.034921529,48.44840084,Good,354,Loyal Customer
1233,57,New York,0,31,Every 3 Months,4,-1.857030339,78.26966628,-3.857030339,81.91727756,Average,241,Need Attention
1234,46,Utah,0,40,Every 3 Months,4,0.877287327,51.10570344,-1.122712673,57.97380933,Average,244,At Risk
1235,38,New Jersey,0,2,Bi-Weekly,114,2.217171595,37.79468004,0.217171595,46.24090909,Good,515,Recent Customer
1236,23,Idaho,0,46,Every 3 Months,4,-0.860853885,68.37319356,-2.860853885,73.19410703,Average,251,Need Attention
1237,42,New Mexico,0,35,Every 3 Months,4,0.320025685,56.64179558,-1.679974315,62.8535556,Good,243,At Risk
1238,25,Michigan,0,42,Quarterly,3,1.791911088,42.01941251,-0.208088912,49.96476736,Good,155,At Risk
1239,55,Wyoming,0,3,Fortnightly,28,-0.888444547,68.64729182,-2.888444547,73.43570885,Average,314,Need Attention
1240,62,New Jersey,0,32,Every 3 Months,4,-1.196646127,71.70910734,-3.196646127,76.13452284,Good,242,Need Attention
1241,41,New Jersey,0,48,Annually,1,1.6061102,43.86524354,-0.3938898,51.59176107,Average,154,At Risk
1242,58,Hawaii,0,34,Weekly,57,0.917054517,50.71063798,-1.082945483,57.62558189,Average,442,Loyal Customer
1243,56,Nevada,0,15,Quarterly,3,-2.821871904,87.85484386,-4.821871904,90.36605937,Good,121,Hibernating
1244,25,New Hampshire,0,22,Annually,1,-2.558416226,85.23755461,-4.558416226,88.05906969,Average,131,Lost
1245,70,Indiana,0,2,Monthly,12,-1.417735255,73.9055079,-3.417735255,78.07052339,Average,314,Need Attention
1246,42,New York,0,30,Weekly,57,-0.204363269,61.8513154,-2.204363269,67.44544718,Average,431,Potential Loyalist
1247,27,Louisiana,0,27,Monthly,12,-0.362673753,63.42404418,-2.362673753,68.83171699,Average,333,Promising
1248,65,Virginia,0,18,Bi-Weekly,114,3.324800379,26.79098889,1.324800379,36.54178929,Poor,525,Potential Loyalist
1249,62,Wisconsin,0,8,Annually,1,-2.936433999,88.99295613,-4.936433999,91.36923976,Average,112,Hibernating
1250,62,Oregon,0,48,Fortnightly,28,1.08667211,49.02557921,-0.91332789,56.14029965,Good,352,Loyal Customer
1251,52,New Hampshire,0,24,Monthly,12,-2.006022154,79.74981914,-4.006022154,83.22194703,Good,331,Promising
1252,56,Indiana,0,43,Monthly,12,1.842818798,41.51367202,-0.157181202,49.51898625,Good,355,Loyal Customer
1253,28,Massachusetts,0,8,Quarterly,3,-2.715302083,86.7961305,-4.715302083,89.43286454,Good,112,Hibernating
1254,39,Montana,0,49,Annually,1,-0.689292654,66.6688258,-2.689292654,71.69180504,Good,151,Need Attention
